,Local_X,Local_Y
0,0.7184552258685935,0.7254125412525892
1,0.7954399892726418,0.5828382838387153
2,0.9117190590296625,0.3551155115575748
3,1.0678270515404278,0.033003300338872776
4,1.2642985832057096,-0.3927392739096407
5,0.7572149157710036,0.6495049504995274
6,0.8352689120263862,0.48844884487919904
7,0.9531518310355133,0.23300330032130911
8,1.111398289199157,-0.12607260726639213
9,1.3105429029180895,-0.5980198019981094
10,0.796509222123976,0.5643564356322609
11,0.8756324512306929,0.38481848182743283
12,0.9951192194919264,0.10165016499279345
13,1.1555041433084488,-0.294389438985862
14,1.357321839130822,-0.8125412541788286
15,0.298103132422119,0.5198679491200695
16,0.2302321029479461,0.42466642829714935
17,0.12870412966291406,0.2784291943244815
18,-0.006283569465667549,0.07888350323961241
19,-0.17452521084390182,-0.17622974212515286
20,0.2642575865772734,0.4711180445074395
21,0.19675509692156862,0.3713324267450618
22,0.09579288142231429,0.21823835187048285
23,-0.03842327632659276,0.009576722716007735
24,-0.20567907994483697,-0.2568973327009709
25,0.23060064276641423,0.4200823313576918
26,0.16348397311200552,0.3157381610957429
27,0.06311336120794411,0.15582643655389783
28,-0.07029689656545457,-0.06189771425045082
29,-0.23652404587217934,-0.3396643638414922
30,0.19714091692286467,0.36677387424549057
31,0.13042724882966242,0.2578978628533932
32,0.030673934867122915,0.09120942519879227
33,-0.10189627062874274,-0.13552151124250145
34,-0.26705221245894417,-0.4245096483267399
35,0.16388697467321198,0.31120631996559445
36,0.09759338655422203,0.19782633942319472
37,-0.0015170930980940023,0.024403860094102225
38,-0.13321330908474588,-0.21127581987793498
39,-0.2972557642460755,-0.5114114649716877
40,0.6906551723990277,0.8323141228072571
41,0.7596206895961112,1.094096246615158
42,0.8630689654452606,1.4128408167386504
43,1.0009999998929517,1.7278798914359816
44,1.1734137929927086,1.9789948372644868
45,0.7251379309975695,0.9430375536844083
46,0.7941034482481772,1.1107234308771512
47,0.8975517240973266,1.274703812643733
48,1.035482758598542,1.3747600655414887
49,1.207896551698299,1.358424649121647
50,0.7596206896496355,1.0
51,0.8285862069002431,1.0532569508894305
52,0.9320344828029167,1.042589772910035
53,1.0699655173041318,0.9155309256130423
54,1.242379310403889,0.6337258908996241
55,0.7941034482481771,0.996294504573839
56,0.8630689654987848,0.9286648802788517
