Index,Vehicle_ID,Frame_ID,Global_X,Global_Y,Global_Time_New
0,10000,739,6451160.107885264,1873200.0,70000
1,10000,740,6451160.342640769,1873202.2412122132,70100
2,10000,741,6451160.577396273,1873204.4243782072,70200
3,10000,742,6451160.812151778,1873206.4929551296,70300
4,10000,743,6451161.046907282,1873208.393367925,70400
5,10000,744,6451161.281662786,1873210.0763968998,70500
6,10000,745,6451161.516418291,1873211.4984524876,70600
7,10000,746,6451161.751173795,1873212.622704196,70700
8,10000,747,6451161.9859293,1873213.420034496,70800
9,10000,748,6451162.220684804,1873213.8697929522,70900
10,10000,749,6451162.455440309,1873213.960331056,71000
11,10000,750,6451162.690195813,1873213.6893039187,71100
12,10000,751,6451162.924951318,1873213.0637310003,71200
13,10000,752,6451163.159706822,1873212.0998143114,71300
14,10000,753,6451163.394462327,1873210.8225187873,71400
15,10000,754,6451163.6292178305,1873209.2649257116,71500
16,10000,755,6451163.863973335,1873207.4673759264,71600
17,10000,756,6451164.098728839,1873205.4764250272,71700
18,10000,757,6451164.333484344,1873203.3436375966,71800
19,10000,758,6451164.568239848,1873201.1242517084,71900
20,10000,759,6451164.802995353,1873198.8757482916,72000
21,10000,760,6451165.037750857,1873196.6563624034,72100
22,10000,761,6451165.272506362,1873194.5235749728,72200
23,10000,762,6451165.507261866,1873192.5326240736,72300
24,10000,763,6451165.742017371,1873190.7350742884,72400
25,10000,764,6451165.9767728755,1873189.1774812127,72500
26,10000,765,6451166.2115283795,1873187.9001856886,72600
27,10000,766,6451166.446283884,1873186.9362689997,72700
28,10000,767,6451166.681039388,1873186.3106960813,72800
29,10000,768,6451166.915794893,1873186.039668944,72900
30,10000,769,6451167.150550397,1873186.1302070478,73000
31,10000,770,6451167.385305902,1873186.579965504,73100
32,10000,771,6451167.620061406,1873187.377295804,73200
33,10000,772,6451167.854816911,1873188.5015475124,73300
34,10000,773,6451168.089572415,1873189.9236031002,73400
35,10000,774,6451168.32432792,1873191.606632075,73500
36,10000,775,6451168.559083424,1873193.5070448704,73600
37,10000,776,6451168.793838928,1873195.5756217928,73700
38,10000,777,6451169.028594432,1873197.7587877868,73800
39,10000,778,6451169.263349937,1873200.0,73900
40,10001,739,6451177.673622145,1873200.0,70000
41,10001,740,6451177.76199298,1873201.2599665355,70100
42,10001,741,6451177.850363814,1873202.4873005995,70200
43,10001,742,6451177.938734649,1873203.6502148844,70300
44,10001,743,6451178.027105483,1873204.7185905215,70400
45,10001,744,6451178.115476318,1873205.6647571423,70500
46,10001,745,6451178.203847152,1873206.4642095289,70600
47,10001,746,6451178.292217987,1873207.096242284,70700
48,10001,747,6451178.380588821,1873207.5444860915,70800
49,10001,748,6451178.468959657,1873207.7973316722,70900
50,10001,749,6451178.557330491,1873207.8482304583,71000
51,10001,750,6451178.6457013255,1873207.6958641983,71100
52,10001,751,6451178.73407216,1873207.3441790976,71200
53,10001,752,6451178.822442994,1873206.8022836163,71300
54,10001,753,6451178.910813829,1873206.084212562,71400
55,10001,754,6451178.999184663,1873205.2085635986,71500
56,10001,755,6451179.087555498,1873204.198015574,71600
57,10001,756,6451179.175926332,1873203.078741151,71700
58,10001,757,6451179.264297167,1873201.8797289492,71800
59,10001,758,6451179.352668002,1873200.6320327553,71900
60,10001,759,6451179.441038837,1873199.3679672447,72000
61,10001,760,6451179.529409671,1873198.1202710508,72100
62,10001,761,6451179.617780506,1873196.921258849,72200
63,10001,762,6451179.70615134,1873195.801984426,72300
64,10001,763,6451179.794522175,1873194.7914364014,72400
65,10001,764,6451179.882893009,1873193.915787438,72500
66,10001,765,6451179.971263844,1873193.1977163837,72600
67,10001,766,6451180.059634678,1873192.6558209024,72700
68,10001,767,6451180.148005513,1873192.3041358017,72800
69,10001,768,6451180.236376347,1873192.1517695417,72900
70,10001,769,6451180.324747182,1873192.2026683278,73000
71,10001,770,6451180.413118017,1873192.4555139085,73100
72,10001,771,6451180.501488851,1873192.903757716,73200
73,10001,772,6451180.589859686,1873193.5357904711,73300
74,10001,773,6451180.67823052,1873194.3352428577,73400
75,10001,774,6451180.766601355,1873195.2814094785,73500
76,10001,775,6451180.854972189,1873196.3497851156,73600
77,10001,776,6451180.943343024,1873197.5126994005,73700
78,10001,777,6451181.031713858,1873198.7400334645,73800
79,10001,778,6451181.120084693,1873200.0,73900
80,10002,739,6451369.798693477,1873200.0,70000
81,10002,740,6451370.058314416,1873202.2549198717,70100
82,10002,741,6451370.317935355,1873204.4514385029,70200
83,10002,742,6451370.577556293,1873206.5326672154,70300
84,10002,743,6451370.837177232,1873208.4447032784,70400
85,10002,744,6451371.096798171,1873210.1380259623,70500
86,10002,745,6451371.35641911,1873211.5687790988,70600
87,10002,746,6451371.616040048,1873212.6999069338,70700
88,10002,747,6451371.875660988,1873213.5021138499,70800
89,10002,748,6451372.135281926,1873213.9546231097,70900
90,10002,749,6451372.3949028645,1873214.0457149611,71000
91,10002,750,6451372.654523804,1873213.7730301728,71100
92,10002,751,6451372.914144742,1873213.1436311377,71200
93,10002,752,6451373.173765681,1873212.17381896,71300
94,10002,753,6451373.43338662,1873210.888711266,71400
95,10002,754,6451373.693007559,1873209.3215916697,71500
96,10002,755,6451373.952628497,1873207.5130477457,71600
97,10002,756,6451374.212249436,1873205.5099198313,71700
98,10002,757,6451374.471870375,1873203.3640878878,71800
99,10002,758,6451374.731491314,1873201.1311278348,71900
100,10002,759,6451374.991112253,1873198.8688721652,72000
101,10002,760,6451375.250733191,1873196.6359121122,72100
102,10002,761,6451375.5103541305,1873194.4900801687,72200
103,10002,762,6451375.769975069,1873192.4869522543,72300
104,10002,763,6451376.029596007,1873190.6784083303,72400
105,10002,764,6451376.289216947,1873189.111288734,72500
106,10002,765,6451376.548837885,1873187.82618104,72600
107,10002,766,6451376.808458824,1873186.8563688623,72700
108,10002,767,6451377.068079763,1873186.2269698272,72800
109,10002,768,6451377.327700702,1873185.9542850389,72900
110,10002,769,6451377.58732164,1873186.0453768903,73000
111,10002,770,6451377.846942579,1873186.4978861501,73100
112,10002,771,6451378.106563518,1873187.3000930662,73200
113,10002,772,6451378.366184456,1873188.4312209012,73300
114,10002,773,6451378.625805396,1873189.8619740377,73400
115,10002,774,6451378.885426334,1873191.5552967216,73500
116,10002,775,6451379.145047273,1873193.4673327846,73600
117,10002,776,6451379.404668212,1873195.5485614971,73700
118,10002,777,6451379.66428915,1873197.7450801283,73800
119,10002,778,6451379.923910089,1873200.0,73900
120,10003,739,6451297.124647334,1873200.0,70000
121,10003,740,6451297.441856506,1873202.2087507946,70100
122,10003,741,6451297.759065677,1873204.360296104,70200
123,10003,742,6451298.076274849,1873206.3989120347,70300
124,10003,743,6451298.393484021,1873208.2717995048,70400
125,10003,744,6451298.710693192,1873209.9304517126,70500
126,10003,745,6451299.027902363,1873211.3319104374,70600
127,10003,746,6451299.345111535,1873212.4398786342,70700
128,10003,747,6451299.662320706,1873213.2256605087,70800
129,10003,748,6451299.979529877,1873213.6689047234,70900
130,10003,749,6451300.296739049,1873213.7581314854,71000
131,10003,750,6451300.61394822,1873213.4910298688,71100
132,10003,751,6451300.931157392,1873212.8745176652,71200
133,10003,752,6451301.248366564,1873211.9245622167,71300
134,10003,753,6451301.565575735,1873210.6657668706,71400
135,10003,754,6451301.882784907,1873209.1307337647,71500
136,10003,755,6451302.199994078,1873207.3592194507,71600
137,10003,756,6451302.517203249,1873205.3971052186,71700
138,10003,757,6451302.834412421,1873203.2952087962,71800
139,10003,758,6451303.151621592,1873201.1079681967,71900
140,10003,759,6451303.468830763,1873198.8920318033,72000
141,10003,760,6451303.786039935,1873196.7047912038,72100
142,10003,761,6451304.103249107,1873194.6028947814,72200
143,10003,762,6451304.420458278,1873192.6407805493,72300
144,10003,763,6451304.73766745,1873190.8692662353,72400
145,10003,764,6451305.054876621,1873189.3342331294,72500
146,10003,765,6451305.372085793,1873188.0754377833,72600
147,10003,766,6451305.689294964,1873187.1254823348,72700
148,10003,767,6451306.006504135,1873186.5089701312,72800
149,10003,768,6451306.323713307,1873186.2418685146,72900
150,10003,769,6451306.640922478,1873186.3310952766,73000
151,10003,770,6451306.9581316495,1873186.7743394913,73100
152,10003,771,6451307.275340822,1873187.5601213658,73200
153,10003,772,6451307.592549993,1873188.6680895626,73300
154,10003,773,6451307.909759164,1873190.0695482874,73400
155,10003,774,6451308.226968336,1873191.7282004952,73500
156,10003,775,6451308.544177507,1873193.6010879653,73600
157,10003,776,6451308.861386679,1873195.639703896,73700
158,10003,777,6451309.17859585,1873197.7912492054,73800
159,10003,778,6451309.495805021,1873200.0,73900
160,10004,739,6451474.272809956,1873200.0,70000
161,10004,740,6451474.574619987,1873203.0297789418,70100
162,10004,741,6451474.876430017,1873205.9810882006,70200
163,10004,742,6451475.178240048,1873208.7774904168,70300
164,10004,743,6451475.480050079,1873211.3465602417,70400
165,10004,744,6451475.781860109,1873213.6217601164,70500
166,10004,745,6451476.08367014,1873215.544163559,70600
167,10004,746,6451476.385480171,1873217.063981331,70700
168,10004,747,6451476.687290201,1873218.1418509493,70800
169,10004,748,6451476.989100232,1873218.7498561577,70900
170,10004,749,6451477.290910263,1873218.8722499404,71000
171,10004,750,6451477.592720293,1873218.505862363,71100
172,10004,751,6451477.894530324,1873217.6601826707,71200
173,10004,752,6451478.196340354,1873216.357113524,71300
174,10004,753,6451478.498150385,1873214.630403729,71400
175,10004,754,6451478.799960416,1873212.5247741623,71500
176,10004,755,6451479.101770447,1873210.0947595239,71600
177,10004,756,6451479.403580477,1873207.403295916,71700
178,10004,757,6451479.705390508,1873204.520090833,71800
179,10004,758,6451480.007200538,1873201.5198177716,71900
180,10004,759,6451480.309010569,1873198.4801822284,72000
181,10004,760,6451480.6108206,1873195.479909167,72100
182,10004,761,6451480.912630631,1873192.596704084,72200
183,10004,762,6451481.2144406615,1873189.9052404761,72300
184,10004,763,6451481.516250692,1873187.4752258377,72400
185,10004,764,6451481.818060722,1873185.369596271,72500
186,10004,765,6451482.119870753,1873183.642886476,72600
187,10004,766,6451482.421680784,1873182.3398173293,72700
188,10004,767,6451482.723490815,1873181.494137637,72800
189,10004,768,6451483.0253008455,1873181.1277500596,72900
190,10004,769,6451483.327110875,1873181.2501438423,73000
191,10004,770,6451483.628920906,1873181.8581490507,73100
192,10004,771,6451483.930730937,1873182.936018669,73200
193,10004,772,6451484.232540968,1873184.455836441,73300
194,10004,773,6451484.534350999,1873186.3782398836,73400
195,10004,774,6451484.8361610295,1873188.6534397583,73500
196,10004,775,6451485.137971059,1873191.2225095832,73600
197,10004,776,6451485.43978109,1873194.0189117994,73700
198,10004,777,6451485.741591121,1873196.9702210582,73800
199,10004,778,6451486.043401152,1873200.0,73900
200,10005,739,6451116.202216822,1873200.0,70000
201,10005,740,6451116.399217925,1873201.1240305868,70100
202,10005,741,6451116.596219028,1873202.2189493717,70200
203,10005,742,6451116.793220132,1873203.2563985337,70300
204,10005,743,6451116.990221235,1873204.209508684,70400
205,10005,744,6451117.187222338,1873205.0535947704,70500
206,10005,745,6451117.384223442,1873205.766795407,70600
207,10005,746,6451117.581224545,1873206.3306390718,70700
208,10005,747,6451117.778225648,1873206.7305225097,70800
209,10005,748,6451117.9752267515,1873206.9560889502,70900
210,10005,749,6451118.172227855,1873207.0014963406,71000
211,10005,750,6451118.369228958,1873206.8655686534,71100
212,10005,751,6451118.566230061,1873206.5518263446,71200
213,10005,752,6451118.763231164,1873206.068395175,71300
214,10005,753,6451118.960232267,1873205.427795758,71400
215,10005,754,6451119.1572333705,1873204.6466192817,71500
216,10005,755,6451119.354234474,1873203.745097807,71600
217,10005,756,6451119.551235577,1873202.7465802662,71700
218,10005,757,6451119.74823668,1873201.6769277393,71800
219,10005,758,6451119.945237784,1873200.5638436647,71900
220,10005,759,6451120.142238887,1873199.4361563353,72000
221,10005,760,6451120.33923999,1873198.3230722607,72100
222,10005,761,6451120.536241094,1873197.2534197338,72200
223,10005,762,6451120.733242197,1873196.254902193,72300
224,10005,763,6451120.9302433,1873195.3533807183,72400
225,10005,764,6451121.127244404,1873194.572204242,72500
226,10005,765,6451121.324245507,1873193.931604825,72600
227,10005,766,6451121.52124661,1873193.4481736554,72700
228,10005,767,6451121.7182477135,1873193.1344313466,72800
229,10005,768,6451121.915248817,1873192.9985036594,72900
230,10005,769,6451122.11224992,1873193.0439110498,73000
231,10005,770,6451122.309251023,1873193.2694774903,73100
232,10005,771,6451122.506252126,1873193.6693609282,73200
233,10005,772,6451122.703253229,1873194.233204593,73300
234,10005,773,6451122.900254332,1873194.9464052296,73400
235,10005,774,6451123.097255436,1873195.790491316,73500
236,10005,775,6451123.294256539,1873196.7436014663,73600
237,10005,776,6451123.491257642,1873197.7810506283,73700
238,10005,777,6451123.688258746,1873198.8759694132,73800
239,10005,778,6451123.885259849,1873200.0,73900
240,10006,739,6451341.590937406,1873200.0,70000
241,10006,740,6451341.756854928,1873202.8709856607,70100
242,10006,741,6451341.92277245,1873205.6676143007,70200
243,10006,742,6451342.088689973,1873208.3174547076,70300
244,10006,743,6451342.254607495,1873210.7518774064,70400
245,10006,744,6451342.420525016,1873212.9078321282,70500
246,10006,745,6451342.586442539,1873214.7294807779,70600
247,10006,746,6451342.752360061,1873216.1696436126,70700
248,10006,747,6451342.918277583,1873217.1910211712,70800
249,10006,748,6451343.084195105,1873217.7671603116,70900
250,10006,749,6451343.250112628,1873217.8831393325,71000
251,10006,750,6451343.416030149,1873217.5359544381,71100
252,10006,751,6451343.581947671,1873216.7345975353,71200
253,10006,752,6451343.7478651935,1873215.4998233463,71300
254,10006,753,6451343.913782716,1873213.8636118746,71400
255,10006,754,6451344.079700238,1873211.8683401374,71500
256,10006,755,6451344.245617759,1873209.5656846247,71600
257,10006,756,6451344.411535282,1873207.015282905,71700
258,10006,757,6451344.577452804,1873204.283189043,71800
259,10006,758,6451344.743370326,1873201.4401628347,71900
260,10006,759,6451344.9092878485,1873198.5598371653,72000
261,10006,760,6451345.07520537,1873195.716810957,72100
262,10006,761,6451345.241122892,1873192.984717095,72200
263,10006,762,6451345.407040414,1873190.4343153753,72300
264,10006,763,6451345.572957937,1873188.1316598626,72400
265,10006,764,6451345.738875459,1873186.1363881254,72500
266,10006,765,6451345.904792981,1873184.5001766537,72600
267,10006,766,6451346.070710503,1873183.2654024647,72700
268,10006,767,6451346.236628025,1873182.4640455619,72800
269,10006,768,6451346.402545547,1873182.1168606675,72900
270,10006,769,6451346.568463069,1873182.2328396884,73000
271,10006,770,6451346.734380592,1873182.8089788288,73100
272,10006,771,6451346.900298113,1873183.8303563874,73200
273,10006,772,6451347.066215635,1873185.2705192221,73300
274,10006,773,6451347.232133158,1873187.0921678718,73400
275,10006,774,6451347.39805068,1873189.2481225936,73500
276,10006,775,6451347.563968202,1873191.6825452924,73600
277,10006,776,6451347.729885724,1873194.3323856993,73700
278,10006,777,6451347.895803246,1873197.1290143393,73800
279,10006,778,6451348.061720768,1873200.0,73900
280,10007,739,6451066.86098378,1873200.0,70000
281,10007,740,6451067.177010927,1873202.3485735555,70100
282,10007,741,6451067.493038075,1873204.6363202895,70200
283,10007,742,6451067.809065223,1873206.8039887634,70300
284,10007,743,6451068.12509237,1873208.7954375024,70400
285,10007,744,6451068.441119519,1873210.55908903,70500
286,10007,745,6451068.757146667,1873212.049265698,70600
287,10007,746,6451069.073173814,1873213.2273727139,70700
288,10007,747,6451069.389200962,1873214.0628977246,70800
289,10007,748,6451069.70522811,1873214.534201071,70900
290,10007,749,6451070.021255258,1873214.6290762438,71000
291,10007,750,6451070.337282406,1873214.3450660266,71100
292,10007,751,6451070.653309554,1873213.6895261342,71200
293,10007,752,6451070.969336702,1873212.6794347058,71300
294,10007,753,6451071.285363849,1873211.3409525787,71400
295,10007,754,6451071.601390997,1873209.708745737,71500
296,10007,755,6451071.917418145,1873207.8250874805,71600
297,10007,756,6451072.233445292,1873205.7387635685,71700
298,10007,757,6451072.549472441,1873203.5038086944,71800
299,10007,758,6451072.865499589,1873201.1781070158,71900
300,10007,759,6451073.181526736,1873198.8218929842,72000
301,10007,760,6451073.497553884,1873196.4961913056,72100
302,10007,761,6451073.813581032,1873194.2612364315,72200
303,10007,762,6451074.129608179,1873192.1749125195,72300
304,10007,763,6451074.445635328,1873190.291254263,72400
305,10007,764,6451074.761662476,1873188.6590474213,72500
306,10007,765,6451075.077689623,1873187.3205652942,72600
307,10007,766,6451075.393716771,1873186.3104738658,72700
308,10007,767,6451075.709743919,1873185.6549339734,72800
309,10007,768,6451076.025771067,1873185.3709237562,72900
310,10007,769,6451076.341798214,1873185.465798929,73000
311,10007,770,6451076.657825363,1873185.9371022754,73100
312,10007,771,6451076.973852511,1873186.7726272861,73200
313,10007,772,6451077.289879658,1873187.950734302,73300
314,10007,773,6451077.605906806,1873189.44091097,73400
315,10007,774,6451077.921933954,1873191.2045624976,73500
316,10007,775,6451078.237961101,1873193.1960112366,73600
317,10007,776,6451078.55398825,1873195.3636797105,73700
318,10007,777,6451078.870015398,1873197.6514264445,73800
319,10007,778,6451079.186042545,1873200.0,73900
320,10008,739,6451098.658750258,1873200.0,70000
321,10008,740,6451098.840136633,1873202.5337287115,70100
322,10008,741,6451099.021523009,1873205.0018351802,70200
323,10008,742,6451099.202909384,1873207.3403967451,70300
324,10008,743,6451099.384295759,1873209.48884589,70400
325,10008,744,6451099.565682134,1873211.3915389106,70500
326,10008,745,6451099.747068509,1873212.9991970572,70600
327,10008,746,6451099.928454884,1873214.2701828282,70700
328,10008,747,6451100.109841259,1873215.1715783596,70800
329,10008,748,6451100.291227635,1873215.680037981,70900
330,10008,749,6451100.47261401,1873215.7823928546,71000
331,10008,750,6451100.654000385,1873215.4759920437,71100
332,10008,751,6451100.83538676,1873214.768771168,71200
333,10008,752,6451101.016773135,1873213.6790468767,71300
334,10008,753,6451101.19815951,1873212.2350424565,71400
335,10008,754,6451101.379545885,1873210.4741568635,71500
336,10008,755,6451101.56093226,1873208.4419961097,71600
337,10008,756,6451101.742318636,1873206.1911920907,71700
338,10008,757,6451101.923705011,1873203.780039449,71800
339,10008,758,6451102.105091386,1873201.270985771,71900
340,10008,759,6451102.28647776,1873198.729014229,72000
341,10008,760,6451102.467864136,1873196.219960551,72100
342,10008,761,6451102.649250511,1873193.8088079093,72200
343,10008,762,6451102.830636886,1873191.5580038903,72300
344,10008,763,6451103.012023261,1873189.5258431365,72400
345,10008,764,6451103.193409637,1873187.7649575435,72500
346,10008,765,6451103.3747960115,1873186.3209531233,72600
347,10008,766,6451103.556182386,1873185.231228832,72700
348,10008,767,6451103.737568762,1873184.5240079563,72800
349,10008,768,6451103.918955137,1873184.2176071454,72900
350,10008,769,6451104.100341512,1873184.319962019,73000
351,10008,770,6451104.281727887,1873184.8284216404,73100
352,10008,771,6451104.463114263,1873185.7298171718,73200
353,10008,772,6451104.644500637,1873187.0008029428,73300
354,10008,773,6451104.825887012,1873188.6084610894,73400
355,10008,774,6451105.007273387,1873190.51115411,73500
356,10008,775,6451105.188659763,1873192.6596032549,73600
357,10008,776,6451105.370046138,1873194.9981648198,73700
358,10008,777,6451105.551432513,1873197.4662712885,73800
359,10008,778,6451105.732818888,1873200.0,73900
360,10009,739,6451205.783260237,1873200.0,70000
361,10009,740,6451205.870203891,1873201.1426117488,70100
362,10009,741,6451205.957147543,1873202.2556304536,70200
363,10009,742,6451206.044091196,1873203.3102295143,70300
